StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,party_id,lean_party,d_prim_vote,d_free_resp,r_prim_vote,r_free_resp,d_loss,d_win,control,r_loss,r_win,therms_1,therms_2,therms_3,satisfied_democracy,trust_gov,r_gen_vote_loss,r_gen_vote_win_con,d_gen_vote_loss,d_gen_vote_win_con,debrief,comments,DeviceIdentifier,group,abortion_a,abortion_b,r_clim_a,r_clim_b,green_deal_a,marital_status_a,marital_status_b,green_deal_b,mar_legalize_a,mar_legalize_b,r_police_a,r_police_b,d_police_a,d_police_b,jobs_a,jobs_b,d_names_a,d_names_b,r_names_b,r_names_a,d_tax_b,r_tax_a,r_tax_b,d_tax_a,party_id
2021-08-20 12:52:20,2021-08-20 12:55:42,IP Address,194.49.79.236,100,202,True,2021-08-20 12:55:43,R_3kEW4tgc1DkQYKQ,,,,,39.01800537109375,-77.53900146484375,anonymous,EN,Democrat,,${e://Field/d_names_b},I like the qualities of the candidate.,,,,,Okay,,,76,62,38,Somewhat Satisfied,A lot,,,,Extremely likely,I understand that this survey may not accurately represent candidates' positions or traits.,None,,control,"""I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level""","I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level","Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.","Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.",The Green New Deal will create jobs and protect the environment. We should pass it immediately.,Unmarried,Unmarried,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,Marijuana prohibition has gone on for too long. Recreational marijuana should be made legal immediately.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Community Organizer,Lawyer,Ydanis Rodriguez,Joseph Kane Baker,Renee Unterman,Thomas W. Brown Jr.,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",Democrat
2021-08-20 12:50:44,2021-08-20 12:55:46,IP Address,163.123.222.47,100,301,True,2021-08-20 12:55:46,R_V4q5TSrgQFYtiPn,,,,,39.3408050537109375,-76.40779876708984375,anonymous,EN,Republican,,,,${e://Field/r_names_a},jeff is personaly against abortion but disicion should  make the state government.He is an organise.,,,Okay,,,72,82,65,Somewhat Satisfied,A great deal,,Extremely likely,,,I understand that this survey may not accurately represent candidates' positions or traits.,very nice,,control,"""I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level""","I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level",Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,Unmarried,Married,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Community Organizer,Entrepeneur,Rita Hart,Chivona Newsome,Renee Unterman,Jeff Coleman,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",Republican
2021-08-20 12:46:25,2021-08-20 12:56:30,IP Address,73.19.57.136,100,604,True,2021-08-20 12:56:30,R_2RQx0Xr1LDCpNQt,,,,,47.894805908203125,-122.203094482421875,anonymous,EN,Democrat,,${e://Field/d_names_b},Zarah Karinshak had told that they will increase the tax for the wealthy persons. This will stable the countries economy and reduce corruption.,,,,,Okay,,,91,6,24,Very Satisfied,A great deal,,,,Extremely likely,I understand that this survey may not accurately represent candidates' positions or traits.,None,,control,"""Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.""","I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level",Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,"Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.",The Green New Deal will create jobs and protect the environment. We should pass it immediately.,Unmarried,Married,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Small Business Owner,Lawyer,Ritchie Torres,Zarah Karinshak,Lisa Babbage,Jessica Taylor,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",Democrat
2021-08-20 11:44:49,2021-08-20 12:57:15,IP Address,24.236.228.93,100,4346,True,2021-08-20 12:57:16,R_2rPnCZRm0FT5ar2,,,,,43.0352020263671875,-83.52480316162109375,anonymous,EN,Independent,Democratic,${e://Field/d_names_a},I believe that marijuana should be legal. Also taxes should go up for rich.,,,I understand. My candidate lost their primary.,,,,,7,2,10,Very Dissatisfied,Not at all,,,Neither likely nor unlikely,,I understand that this survey may not accurately represent candidates' positions or traits.,,,treatment_loss,"""Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.""","I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level","Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.",Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,Unmarried,Married,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,Marijuana prohibition has gone on for too long. Recreational marijuana should be made legal immediately.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Lawyer,High School Teacher,Ydanis Rodriguez,Samelys Lopez,Barry Moore,Tim Borchardt,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",Democrat
2021-08-20 12:58:02,2021-08-20 12:58:43,IP Address,73.52.197.219,100,41,True,2021-08-20 12:58:44,R_W6ApE0iapo8ghgd,,,,,41.0265960693359375,-80.34980010986328125,anonymous,EN,Democrat,,${e://Field/d_names_b},"i liked her policy's/views on taxes the most. ",,,I understand. My candidate lost their primary.,,,,,73,40,56,Neither Satisfied nor Dissatisfied,A moderate amount,,,Somewhat unlikely,,I understand that this survey may not accurately represent candidates' positions or traits.,n/a,,treatment_loss,"""I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level""",Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.,Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,Married,Unmarried,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Small Business Owner,Entrepeneur,Veronica Tessler,Melissa Mark-Viverito,Daren Dione Aquino,Zachary Kennemore,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",Democrat
2021-08-20 12:33:43,2021-08-20 13:02:48,IP Address,50.231.89.131,100,1744,True,2021-08-20 13:02:48,R_3e2Cv4atIx4XXj2,,,,,41.434906005859375,-88.21829986572265625,anonymous,EN,Democrat,,${e://Field/d_names_b},I chose Cindy Banyai because he is responsible and good leader.,,,I understand. My candidate lost their primary.,,,,,100,0,70,Somewhat Satisfied,A great deal,,,Extremely likely,,I understand that this survey may not accurately represent candidates' positions or traits.,good,,treatment_loss,"""Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.""",Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.,"Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.","Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.",The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,Married,Married,The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Doctor,Doctor,Nathan Mathis,Cindy Banyai,Mark Lynne Homrich,Rich McCormick,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",Democrat
2021-08-20 13:02:27,2021-08-20 13:03:42,IP Address,45.61.146.200,100,74,True,2021-08-20 13:03:43,R_1Kegkuvk3ZsI2tt,,,,,32.8137054443359375,-96.87039947509765625,anonymous,EN,Republican,,,,${e://Field/r_names_a},important nation protected,,,,,I understand. My candidate won their primary.,62,76,67,Very Satisfied,A great deal,,Extremely likely,,,I understand that this survey may not accurately represent candidates' positions or traits.,well,,treatment_win,"""Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.""",Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.,Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,"Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.",The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,Married,Married,The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,Marijuana prohibition has gone on for too long. Recreational marijuana should be made legal immediately.,Marijuana prohibition has gone on for too long. Recreational marijuana should be made legal immediately.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Doctor,Community Organizer,Tomas Ramos,Andrew Terrell,Lisa Babbage,Rich McCormick,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",Republican
2021-08-20 12:56:35,2021-08-20 13:05:02,IP Address,216.250.248.233,100,506,True,2021-08-20 13:05:02,R_1KjLQVuZSFywUwI,,,,,45.4817047119140625,-122.4156036376953125,anonymous,EN,Democrat,,${e://Field/d_names_a},"THE MAN IS VERY GOOD PERSON  GOOD ",,,,I understand. My candidate won their primary.,,,,75,86,76,Very Satisfied,A lot,,,,Extremely likely,I understand that this survey may not accurately represent candidates' positions or traits.,"GOOD ",,treatment_win,"""I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level""",Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.,"Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.",Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,Unmarried,Married,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,Marijuana prohibition has gone on for too long. Recreational marijuana should be made legal immediately.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,High School Teacher,Entrepeneur,Ritchie Torres,Samelys Lopez,Randy Henderson,Thomas W. Brown Jr.,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",Democrat
2021-08-20 11:53:19,2021-08-20 13:09:26,IP Address,216.250.249.220,100,4567,True,2021-08-20 13:09:27,R_11YEjWmGmOFjDbJ,,,,,45.4817047119140625,-122.4156036376953125,anonymous,EN,Democrat,,${e://Field/d_names_a},GOOD,,,,I understand. My candidate won their primary.,,,,86,94,83,Somewhat Satisfied,A lot,,,,Somewhat likely,I understand that this survey may not accurately represent candidates' positions or traits.,GOOD LEADER,,treatment_win,"""I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level""",Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.,Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,"Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.",The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,Unmarried,Unmarried,The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,Marijuana prohibition has gone on for too long. Recreational marijuana should be made legal immediately.,Marijuana prohibition has gone on for too long. Recreational marijuana should be made legal immediately.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Community Organizer,Entrepeneur,Rita Hart,Julio Pabon,Randy Henderson,William Figlesthaler,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",Democrat
2021-08-20 13:07:21,2021-08-20 13:09:48,IP Address,68.41.96.95,100,146,True,2021-08-20 13:09:49,R_3M6BirVfI8bLb14,,,,,42.2931060791015625,-83.25479888916015625,anonymous,EN,Republican,,,,${e://Field/r_names_a},Policy Positions,,,,I understand. My candidate lost their primary.,,80,74,87,Somewhat Satisfied,A lot,Somewhat likely,,,,I understand that this survey may not accurately represent candidates' positions or traits.,Good Study,,treatment_loss,"""Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.""",Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.,Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,Married,Married,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,Marijuana prohibition has gone on for too long. Recreational marijuana should be made legal immediately.,Marijuana prohibition has gone on for too long. Recreational marijuana should be made legal immediately.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,High School Teacher,High School Teacher,Andrew Terrell,Zarah Karinshak,Terri Hasdorff,Mathew Hepker,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",Republican
2021-08-20 13:08:27,2021-08-20 13:11:56,IP Address,212.162.150.4,100,209,True,2021-08-20 13:11:57,R_2duJEmCbS5kN5G0,,,,,41.8777008056640625,-87.637603759765625,anonymous,EN,Democrat,,${e://Field/d_names_b},ollie nelson Small Business Owner so i choose,,,,,Okay,,,78,19,18,Neither Satisfied nor Dissatisfied,A moderate amount,,,,Neither likely nor unlikely,Decline to answer.,"good ",,control,"""I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level""","I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level","Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.",Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,Unmarried,Married,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Marijuana prohibition has gone on for too long. Recreational marijuana should be made legal immediately.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Community Organizer,Small Business Owner,Rita Hart,Ollie Nelson,Casey Askar,Eugene Yu,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",Democrat
2021-08-20 13:11:41,2021-08-20 13:15:25,IP Address,172.90.150.98,100,223,True,2021-08-20 13:15:25,R_3erSxHo5pOEAl0s,,,,,33.744293212890625,-116.9763946533203125,anonymous,EN,Independent,Democratic,${e://Field/d_names_a},I chose Veronica over Rashid because of their stance on marijuana and climate change. Those were their main differences and I feel Veronica's position on those policies sit well with me and my beliefs.,,,,,Okay,,,60,45,75,Somewhat Satisfied,A lot,,,,Somewhat likely,I understand that this survey may not accurately represent candidates' positions or traits.,,,control,"""Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.""",Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.,"Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.","Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.",The Green New Deal will create jobs and protect the environment. We should pass it immediately.,Unmarried,Unmarried,The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,Marijuana prohibition has gone on for too long. Recreational marijuana should be made legal immediately.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Small Business Owner,Lawyer,Veronica Tessler,Rashid Malik,Mark Lynne Homrich,Thomas W. Brown Jr.,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",Democrat
2021-08-20 13:07:32,2021-08-20 13:16:02,IP Address,216.250.251.133,100,509,True,2021-08-20 13:16:02,R_2f6wTeGOFxZQ1zD,,,,,45.4817047119140625,-122.4156036376953125,anonymous,EN,Democrat,,${e://Field/d_names_a},"IF CANDIDATE IS VERY MUCH ",,,,I understand. My candidate won their primary.,,,,81,0,0,Very Satisfied,A great deal,,,,Extremely likely,I understand that this survey may not accurately represent candidates' positions or traits.,GOOD,,treatment_win,"""I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level""","I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level","Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.",Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,Married,Unmarried,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Community Organizer,Small Business Owner,Marlene Tapper,Phyllis Harvey-Hall,Barry Moore,Christy McLaughlin,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",Democrat
2021-08-20 13:15:43,2021-08-20 13:16:43,IP Address,185.244.38.106,100,60,True,2021-08-20 13:16:43,R_w04daNB2FN5NvoZ,,,,,33.95599365234375,-118.388702392578125,anonymous,EN,Democrat,,${e://Field/d_names_a},good view in point,,,,,Okay,,,95,23,40,Somewhat Satisfied,A lot,,,,Somewhat likely,I understand that this survey may not accurately represent candidates' positions or traits.,na,,control,"""Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.""","I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level","Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.",Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,Married,Unmarried,The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Marijuana prohibition has gone on for too long. Recreational marijuana should be made legal immediately.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Doctor,Community Organizer,John Eaves,Andrew Terrell,Mark Lynne Homrich,Zachary Kennemore,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",Democrat
