age,sex,weight,primary_vote_choice,primary_vote,ideo_self,ideo_rep,ideo_dem,therm_dem,therm_rep,pid_3,therm_inparty,therm_outparty,primary_vote_dum,cand_party,primary_vote_simple,year
58,Male,0.553,Didn't Vote,0,5,4,1,15,55,Republican,55,15,0,NA,Didn't Vote,2012
56,Female,0.329,Didn't Vote,0,2,7,2,72,15,Democrat,72,15,0,NA,Didn't Vote,2012
82,Male,0.323,Mitt Romney,1,6,6,2,30,70,Republican,70,30,1,Republican,Winner,2012
44,Male,0.698,Didn't Vote,0,6,6,2,40,40,Republican,40,40,0,NA,Didn't Vote,2012
40,Female,0.459,Mitt Romney,1,5,7,2,40,40,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
33,Female,0.396,Didn't Vote,0,7,4,1,0,50,Republican,50,0,0,NA,Didn't Vote,2012
62,Female,0.492,Didn't Vote,0,6,6,2,50,50,Republican,50,50,0,NA,Didn't Vote,2012
32,Female,0.61,Didn't Vote,0,3,3,5,0,0,Independent,NA,NA,0,NA,Didn't Vote,2012
54,Female,0.329,Mitt Romney,1,6,4,1,30,70,Republican,70,30,1,Republican,Winner,2012
55,Male,0.126,Barack Obama,1,4,6,2,79,22,Democrat,79,22,1,Democrat,Winner,2012
55,Female,0.193,Barack Obama,1,4,7,3,70,30,Democrat,70,30,1,Democrat,Winner,2012
41,Male,0.585,Didn't Vote,0,6,5,1,0,60,Republican,60,0,0,NA,Didn't Vote,2012
69,Female,0.417,Didn't Vote,0,3,7,4,85,30,Democrat,85,30,0,NA,Didn't Vote,2012
68,Female,0.217,Mitt Romney,1,6,4,1,0,55,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
57,Male,0.241,Barack Obama,1,2,7,3,70,20,Democrat,70,20,1,Democrat,Winner,2012
67,Male,0.705,Ron Paul,1,5,6,2,50,50,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
22,Female,1.07,Didn't Vote,0,3,6,3,65,35,Independent,NA,NA,0,NA,Didn't Vote,2012
57,Male,0.178,Barack Obama,1,2,7,2,85,15,Democrat,85,15,1,Democrat,Winner,2012
63,Female,0.267,Mitt Romney,1,4,4,2,50,70,Democrat,50,70,1,Republican,Voted in Other Party Primary,2012
34,Male,0.943,Mitt Romney,1,6,6,2,30,95,Republican,95,30,1,Republican,Winner,2012
71,Male,2.142,Didn't Vote,0,4,2,6,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
49,Female,0.277,Herman Cain,1,7,6,2,0,60,Republican,60,0,1,Republican,Loser,2012
65,Female,0.635,Didn't Vote,0,5,6,2,40,60,Republican,60,40,0,NA,Didn't Vote,2012
83,Female,0.322,Didn't Vote,0,4,4,1,0,85,Independent,NA,NA,0,NA,Didn't Vote,2012
63,Male,0.401,Barack Obama,1,4,7,4,70,15,Democrat,70,15,1,Democrat,Winner,2012
52,Female,0.791,Didn't Vote,0,2,6,2,63,39,Independent,NA,NA,0,NA,Didn't Vote,2012
80,Female,0.289,Barack Obama,1,3,7,2,85,15,Independent,NA,NA,1,Democrat,Voted in Other Party Primary,2012
73,Female,2.348,Mitt Romney,1,7,6,1,0,70,Republican,70,0,1,Republican,Winner,2012
60,Male,0.272,Herman Cain,1,6,6,2,30,60,Republican,60,30,1,Republican,Loser,2012
24,Male,1.585,Didn't Vote,0,6,6,2,0,100,Republican,100,0,0,NA,Didn't Vote,2012
62,Female,0.361,Didn't Vote,0,4,5,1,0,70,Independent,NA,NA,0,NA,Didn't Vote,2012
65,Female,0.384,Someone Else,1,4,-9,-9,60,50,Independent,NA,NA,1,Other/Third Party,Voted in Other Party Primary,2012
31,Male,0.255,Didn't Vote,0,4,2,7,30,60,Independent,NA,NA,0,NA,Didn't Vote,2012
59,Male,0.42,Ron Paul,1,6,4,1,15,60,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
18,Female,4.068,Didn't Vote,0,3,7,1,50,50,Democrat,50,50,0,NA,Didn't Vote,2012
59,Female,0.501,Barack Obama,1,1,6,4,40,15,Democrat,40,15,1,Democrat,Winner,2012
62,Male,0.284,Didn't Vote,0,5,7,2,60,30,Republican,30,60,0,NA,Didn't Vote,2012
33,Female,0.242,Didn't Vote,0,4,7,1,50,30,Democrat,50,30,0,NA,Didn't Vote,2012
20,Male,1.405,Didn't Vote,0,4,6,2,75,40,Independent,NA,NA,0,NA,Didn't Vote,2012
35,Male,0.648,Didn't Vote,0,2,6,2,60,15,Democrat,60,15,0,NA,Didn't Vote,2012
54,Female,2.445,NA,NA,-9,-9,-9,50,50,NA,NA,NA,NA,NA,NA,2012
84,Male,0.51,Didn't Vote,0,4,-9,-9,85,30,Democrat,85,30,0,NA,Didn't Vote,2012
61,Female,1.255,Didn't Vote,0,5,7,5,70,30,Democrat,70,30,0,NA,Didn't Vote,2012
65,Male,0.379,Barack Obama,1,4,7,2,60,0,Independent,NA,NA,1,Democrat,Voted in Other Party Primary,2012
56,Female,0.371,Barack Obama,1,2,7,4,70,15,Democrat,70,15,1,Democrat,Winner,2012
52,Male,0.351,Barack Obama,1,3,7,2,65,0,Democrat,65,0,1,Democrat,Winner,2012
31,Female,0.834,Didn't Vote,0,4,3,5,85,0,Independent,NA,NA,0,NA,Didn't Vote,2012
75,Male,0.378,Newt Gingrich,1,4,6,2,50,50,Republican,50,50,1,Republican,Loser,2012
33,Female,1.529,Didn't Vote,0,3,4,4,40,40,Independent,NA,NA,0,NA,Didn't Vote,2012
66,Female,0.386,Didn't Vote,0,6,1,1,0,0,Independent,NA,NA,0,NA,Didn't Vote,2012
63,Male,0.594,Barack Obama,1,4,2,6,70,15,Democrat,70,15,1,Democrat,Winner,2012
60,Male,0.237,Ron Paul,1,4,6,3,60,0,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
80,Male,0.522,Barack Obama,1,5,7,3,40,15,Democrat,40,15,1,Democrat,Winner,2012
47,Male,0.389,Someone Else,1,6,7,2,60,60,Republican,60,60,1,Other/Third Party,Voted in Other Party Primary,2012
54,Male,0.311,Didn't Vote,0,2,6,3,70,30,Democrat,70,30,0,NA,Didn't Vote,2012
48,Male,0.36,Mitt Romney,1,5,3,5,50,60,Republican,60,50,1,Republican,Winner,2012
29,Female,0.781,Didn't Vote,0,2,7,2,70,30,Democrat,70,30,0,NA,Didn't Vote,2012
46,Male,0.688,Ron Paul,1,5,6,1,1,85,Republican,85,1,1,Republican,Loser,2012
80,Female,1.365,Mitt Romney,1,6,4,2,40,70,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
48,Female,0.185,Didn't Vote,0,4,7,4,100,30,Independent,NA,NA,0,NA,Didn't Vote,2012
54,Female,0.412,Barack Obama,1,2,6,2,100,50,Democrat,100,50,1,Democrat,Winner,2012
58,Male,0.95,Didn't Vote,0,4,6,2,80,40,Independent,NA,NA,0,NA,Didn't Vote,2012
71,Female,2.33,Barack Obama,1,5,4,2,60,40,Democrat,60,40,1,Democrat,Winner,2012
60,Male,0.886,Didn't Vote,0,6,6,1,5,10,Independent,NA,NA,0,NA,Didn't Vote,2012
58,Female,0.401,Mitt Romney,1,6,6,2,30,70,Republican,70,30,1,Republican,Winner,2012
71,Male,0.219,Mitt Romney,1,6,6,2,30,65,Republican,65,30,1,Republican,Winner,2012
62,Male,1.047,Barack Obama,1,4,3,6,85,30,Democrat,85,30,1,Democrat,Winner,2012
18,Male,1.046,Didn't Vote,0,4,6,2,20,90,Republican,90,20,0,NA,Didn't Vote,2012
67,Male,0.346,Didn't Vote,0,4,7,1,40,45,Independent,NA,NA,0,NA,Didn't Vote,2012
38,Male,0.562,Didn't Vote,0,2,6,2,77,30,Democrat,77,30,0,NA,Didn't Vote,2012
49,Male,1.492,Didn't Vote,0,2,7,3,30,0,Democrat,30,0,0,NA,Didn't Vote,2012
25,Male,3.92,Didn't Vote,0,5,1,7,70,40,Independent,NA,NA,0,NA,Didn't Vote,2012
40,Female,1.56,Didn't Vote,0,2,6,2,85,30,Democrat,85,30,0,NA,Didn't Vote,2012
55,Male,1.143,Didn't Vote,0,4,6,4,70,30,Democrat,70,30,0,NA,Didn't Vote,2012
22,Male,0.495,Didn't Vote,0,3,6,2,40,40,Independent,NA,NA,0,NA,Didn't Vote,2012
49,Male,0.427,Herman Cain,1,7,2,1,0,30,Other,NA,NA,1,Republican,Voted in Other Party Primary,2012
51,Male,0.649,Didn't Vote,0,4,6,5,70,15,Democrat,70,15,0,NA,Didn't Vote,2012
61,Male,0.402,Didn't Vote,0,3,3,3,100,15,Democrat,100,15,0,NA,Didn't Vote,2012
59,Male,1.519,Rick Santorum,1,6,5,1,50,60,Republican,60,50,1,Republican,Loser,2012
47,Male,0.904,Mitt Romney,1,3,3,5,35,50,Republican,50,35,1,Republican,Winner,2012
44,Female,0.475,Didn't Vote,0,7,6,1,15,100,Republican,100,15,0,NA,Didn't Vote,2012
55,Female,2.975,Didn't Vote,0,4,4,4,50,50,Other,NA,NA,0,NA,Didn't Vote,2012
75,Male,0.904,Didn't Vote,0,5,6,1,15,85,Independent,NA,NA,0,NA,Didn't Vote,2012
79,Female,3.313,Didn't Vote,0,4,6,2,40,40,Independent,NA,NA,0,NA,Didn't Vote,2012
35,Male,0.296,Didn't Vote,0,1,7,4,70,0,Democrat,70,0,0,NA,Didn't Vote,2012
57,Female,0.383,Didn't Vote,0,4,2,4,70,0,Democrat,70,0,0,NA,Didn't Vote,2012
79,Female,0.275,Didn't Vote,0,4,3,4,70,50,Democrat,70,50,0,NA,Didn't Vote,2012
58,Female,0.363,Didn't Vote,0,1,7,2,85,15,Democrat,85,15,0,NA,Didn't Vote,2012
66,Female,1.351,Didn't Vote,0,6,6,2,20,90,Independent,NA,NA,0,NA,Didn't Vote,2012
69,Male,2.203,Mitt Romney,1,6,6,2,30,70,Republican,70,30,1,Republican,Winner,2012
65,Male,0.414,Didn't Vote,0,6,7,1,0,100,Republican,100,0,0,NA,Didn't Vote,2012
73,Female,0.778,Barack Obama,1,4,7,4,100,0,Democrat,100,0,1,Democrat,Winner,2012
60,Female,0.775,Mitt Romney,1,6,6,1,40,85,Republican,85,40,1,Republican,Winner,2012
61,Female,1,Mitt Romney,1,7,6,1,30,100,Republican,100,30,1,Republican,Winner,2012
58,Female,0.346,Barack Obama,1,3,7,2,75,20,Democrat,75,20,1,Democrat,Winner,2012
59,Female,0.18,Mitt Romney,1,5,7,2,30,30,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
67,Male,0.394,Didn't Vote,0,6,5,2,25,75,Independent,NA,NA,0,NA,Didn't Vote,2012
67,Male,2.077,Didn't Vote,0,6,4,2,40,60,Independent,NA,NA,0,NA,Didn't Vote,2012
87,Female,0.751,Mitt Romney,1,4,4,1,60,85,Republican,85,60,1,Republican,Winner,2012
40,Male,0.281,Barack Obama,1,1,7,3,73,6,Democrat,73,6,1,Democrat,Winner,2012
32,Female,0.616,Rick Santorum,1,6,6,1,10,80,Republican,80,10,1,Republican,Loser,2012
75,Female,0.403,Barack Obama,1,2,7,3,85,15,Democrat,85,15,1,Democrat,Winner,2012
64,Male,0.811,Didn't Vote,0,4,4,4,50,0,Democrat,50,0,0,NA,Didn't Vote,2012
72,Female,1.081,Mitt Romney,1,6,6,1,15,85,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
44,Female,2.289,Didn't Vote,0,5,3,5,60,40,Democrat,60,40,0,NA,Didn't Vote,2012
23,Female,0.953,Didn't Vote,0,5,6,2,60,65,Republican,65,60,0,NA,Didn't Vote,2012
67,Female,0.807,Didn't Vote,0,4,6,1,0,85,Independent,NA,NA,0,NA,Didn't Vote,2012
49,Female,0.946,Ron Paul,1,6,5,2,40,60,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
55,Female,0.309,Barack Obama,1,4,1,4,85,15,Democrat,85,15,1,Democrat,Winner,2012
70,Male,0.17,Didn't Vote,0,3,6,3,75,10,Democrat,75,10,0,NA,Didn't Vote,2012
54,Male,1.539,Newt Gingrich,1,6,4,1,0,30,Republican,30,0,1,Republican,Loser,2012
53,Female,0.497,Didn't Vote,0,3,6,2,50,10,Democrat,50,10,0,NA,Didn't Vote,2012
73,Female,0.333,Mitt Romney,1,4,7,1,30,15,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
57,Male,0.278,Didn't Vote,0,1,7,2,60,15,Independent,NA,NA,0,NA,Didn't Vote,2012
60,Female,0.352,Barack Obama,1,3,6,2,85,60,Democrat,85,60,1,Democrat,Winner,2012
51,Female,0.765,Barack Obama,1,4,6,4,50,30,Democrat,50,30,1,Democrat,Winner,2012
74,Female,0.425,Mitt Romney,1,6,4,2,0,100,Republican,100,0,1,Republican,Winner,2012
56,Female,0.214,Barack Obama,1,1,7,1,100,15,Democrat,100,15,1,Democrat,Winner,2012
69,Male,0.378,Rick Perry,1,6,6,1,0,85,Republican,85,0,1,Republican,Loser,2012
54,Female,0.33,Barack Obama,1,3,7,1,60,15,Democrat,60,15,1,Democrat,Winner,2012
54,Female,0.555,Didn't Vote,0,4,2,2,50,50,Other,NA,NA,0,NA,Didn't Vote,2012
59,Female,0.534,Didn't Vote,0,2,6,2,85,30,Independent,NA,NA,0,NA,Didn't Vote,2012
67,Female,0.882,Rick Santorum,1,6,5,1,15,60,Republican,60,15,1,Republican,Loser,2012
52,Female,1.166,Ron Paul,1,4,5,3,50,50,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
37,Female,0.831,Mitt Romney,1,6,6,1,0,95,Republican,95,0,1,Republican,Winner,2012
70,Female,0.307,Rick Santorum,1,7,5,1,30,70,Republican,70,30,1,Republican,Loser,2012
29,Male,1.418,Didn't Vote,0,6,5,1,0,60,Republican,60,0,0,NA,Didn't Vote,2012
68,Male,0.314,Barack Obama,1,5,7,3,80,65,Democrat,80,65,1,Democrat,Winner,2012
47,Male,0.591,Didn't Vote,0,2,6,2,60,40,Independent,NA,NA,0,NA,Didn't Vote,2012
64,Female,0.183,Barack Obama,1,2,7,1,100,0,Democrat,100,0,1,Democrat,Winner,2012
74,Female,3.249,Barack Obama,1,4,7,2,85,50,Democrat,85,50,1,Democrat,Winner,2012
36,Female,0.443,Didn't Vote,0,7,6,2,15,90,Republican,90,15,0,NA,Didn't Vote,2012
24,Female,1.894,Didn't Vote,0,2,7,1,40,20,Democrat,40,20,0,NA,Didn't Vote,2012
54,Male,0.245,Ron Paul,1,4,7,3,30,30,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
33,Female,0.266,Didn't Vote,0,4,7,3,80,10,Independent,NA,NA,0,NA,Didn't Vote,2012
72,Female,0.436,Didn't Vote,0,4,5,3,40,40,Independent,NA,NA,0,NA,Didn't Vote,2012
61,Male,0.152,Barack Obama,1,5,6,4,60,40,Independent,NA,NA,1,Democrat,Voted in Other Party Primary,2012
63,Female,0.616,Barack Obama,1,2,7,2,98,0,Democrat,98,0,1,Democrat,Winner,2012
45,Male,0.654,Didn't Vote,0,5,7,3,75,50,Democrat,75,50,0,NA,Didn't Vote,2012
68,Male,0.347,Mitt Romney,1,6,5,1,20,60,Democrat,20,60,1,Republican,Voted in Other Party Primary,2012
44,Female,0.768,Barack Obama,1,2,6,3,75,15,Democrat,75,15,1,Democrat,Winner,2012
48,Female,0.546,Mitt Romney,1,4,2,6,20,90,Republican,90,20,1,Republican,Winner,2012
65,Female,0.121,Rick Santorum,1,3,7,3,80,0,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
66,Female,0.268,Mitt Romney,1,5,4,1,40,60,Republican,60,40,1,Republican,Winner,2012
60,Female,0.428,Didn't Vote,0,4,3,4,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
56,Male,0.237,Barack Obama,1,4,7,4,100,0,Democrat,100,0,1,Democrat,Winner,2012
55,Female,0.281,Barack Obama,1,2,7,2,75,15,Democrat,75,15,1,Democrat,Winner,2012
76,Female,0.421,Didn't Vote,0,4,5,4,40,60,Republican,60,40,0,NA,Didn't Vote,2012
55,Male,0.391,Ron Paul,1,5,6,1,15,60,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
72,Male,0.375,Mitt Romney,1,4,5,3,40,70,Republican,70,40,1,Republican,Winner,2012
40,Male,0.773,Barack Obama,1,3,7,3,60,0,Independent,NA,NA,1,Democrat,Voted in Other Party Primary,2012
56,Male,0.197,Didn't Vote,0,6,5,1,15,60,Independent,NA,NA,0,NA,Didn't Vote,2012
59,Female,0.336,Barack Obama,1,3,7,2,70,0,Democrat,70,0,1,Democrat,Winner,2012
48,Male,0.444,Barack Obama,1,3,7,3,85,15,Democrat,85,15,1,Democrat,Winner,2012
61,Male,0.162,Didn't Vote,0,4,7,4,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
69,Male,0.327,Barack Obama,1,3,6,2,80,20,Democrat,80,20,1,Democrat,Winner,2012
43,Male,0.839,Didn't Vote,0,3,6,2,70,0,Independent,NA,NA,0,NA,Didn't Vote,2012
20,Female,3.625,Didn't Vote,0,6,6,2,50,85,Republican,85,50,0,NA,Didn't Vote,2012
24,Male,0.482,Didn't Vote,0,4,7,2,50,25,Independent,NA,NA,0,NA,Didn't Vote,2012
42,Male,0.475,Barack Obama,1,3,7,1,70,60,Democrat,70,60,1,Democrat,Winner,2012
56,Female,0.565,Didn't Vote,0,4,1,6,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
64,Female,0.794,Rick Santorum,1,4,5,1,15,70,Republican,70,15,1,Republican,Loser,2012
61,Male,0.283,Didn't Vote,0,5,6,2,30,50,Independent,NA,NA,0,NA,Didn't Vote,2012
78,Female,0.244,Rick Santorum,1,6,5,1,30,60,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
59,Male,1.227,Didn't Vote,0,4,6,4,100,70,Democrat,100,70,0,NA,Didn't Vote,2012
34,Male,1.021,Mitt Romney,1,6,5,1,5,55,Republican,55,5,1,Republican,Winner,2012
55,Male,0.258,Barack Obama,1,4,6,3,40,50,Independent,NA,NA,1,Democrat,Voted in Other Party Primary,2012
43,Male,0.986,Didn't Vote,0,4,6,1,30,49,Independent,NA,NA,0,NA,Didn't Vote,2012
66,Male,0.54,Didn't Vote,0,2,3,4,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
53,Female,1.004,Didn't Vote,0,1,3,5,75,50,Democrat,75,50,0,NA,Didn't Vote,2012
48,Female,0.212,Barack Obama,1,4,7,2,60,30,Independent,NA,NA,1,Democrat,Voted in Other Party Primary,2012
23,Male,0.506,Barack Obama,1,2,4,3,60,50,Democrat,60,50,1,Democrat,Winner,2012
43,Male,0.367,Didn't Vote,0,3,7,2,50,20,Independent,NA,NA,0,NA,Didn't Vote,2012
41,Male,0.455,Didn't Vote,0,3,6,3,60,40,Democrat,60,40,0,NA,Didn't Vote,2012
67,Male,0.414,Ron Paul,1,4,6,2,75,5,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
54,Female,1.507,Didn't Vote,0,4,-9,-9,50,50,Other,NA,NA,0,NA,Didn't Vote,2012
66,Female,1.005,Didn't Vote,0,4,4,4,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
70,Female,0.757,Didn't Vote,0,4,6,2,85,70,Independent,NA,NA,0,NA,Didn't Vote,2012
27,Male,1.897,Ron Paul,1,5,7,1,35,35,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
62,Male,1.163,Didn't Vote,0,2,7,2,85,0,Democrat,85,0,0,NA,Didn't Vote,2012
72,Male,0.727,Mitt Romney,1,6,6,2,0,90,Republican,90,0,1,Republican,Winner,2012
80,Male,2.769,Mitt Romney,1,6,5,2,10,70,Republican,70,10,1,Republican,Winner,2012
64,Female,0.863,Didn't Vote,0,6,6,2,0,60,Republican,60,0,0,NA,Didn't Vote,2012
55,Male,1.194,Didn't Vote,0,6,4,3,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
63,Female,1.356,Barack Obama,1,4,5,3,60,40,Democrat,60,40,1,Democrat,Winner,2012
67,Male,0.24,Barack Obama,1,2,7,3,70,10,Democrat,70,10,1,Democrat,Winner,2012
63,Female,1.225,Didn't Vote,0,6,6,1,0,70,Independent,NA,NA,0,NA,Didn't Vote,2012
39,Female,0.364,Didn't Vote,0,4,6,4,50,30,Democrat,50,30,0,NA,Didn't Vote,2012
20,Female,1.37,Didn't Vote,0,2,3,7,20,80,Republican,80,20,0,NA,Didn't Vote,2012
69,Female,0.223,Didn't Vote,0,4,2,4,100,30,Democrat,100,30,0,NA,Didn't Vote,2012
82,Female,0.329,Didn't Vote,0,5,7,2,15,70,Republican,70,15,0,NA,Didn't Vote,2012
40,Male,2.931,Rick Santorum,1,5,3,1,30,60,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
55,Female,1.052,Didn't Vote,0,6,5,1,10,90,Republican,90,10,0,NA,Didn't Vote,2012
60,Male,0.452,Barack Obama,1,4,4,5,50,50,Independent,NA,NA,1,Democrat,Voted in Other Party Primary,2012
53,Male,0.203,Didn't Vote,0,3,7,3,85,0,Democrat,85,0,0,NA,Didn't Vote,2012
59,Female,0.358,Someone Else,1,4,4,1,40,60,Democrat,40,60,1,Other/Third Party,Voted in Other Party Primary,2012
30,Male,3.255,Didn't Vote,0,4,4,4,70,90,Republican,90,70,0,NA,Didn't Vote,2012
29,Male,0.676,Didn't Vote,0,4,6,2,0,0,Independent,NA,NA,0,NA,Didn't Vote,2012
57,Female,2.009,Barack Obama,1,4,1,7,10,0,Democrat,10,0,1,Democrat,Winner,2012
56,Female,1.445,Didn't Vote,0,5,7,1,15,30,Independent,NA,NA,0,NA,Didn't Vote,2012
69,Male,0.426,Newt Gingrich,1,6,5,1,0,25,Republican,25,0,1,Republican,Loser,2012
37,Male,2.388,Didn't Vote,0,1,7,2,70,0,Democrat,70,0,0,NA,Didn't Vote,2012
59,Male,2.159,Rick Santorum,1,6,6,1,15,70,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
56,Female,0.173,Didn't Vote,0,2,7,3,85,0,Independent,NA,NA,0,NA,Didn't Vote,2012
64,Male,1.573,Herman Cain,1,6,5,1,10,75,Republican,75,10,1,Republican,Loser,2012
58,Female,0.262,Didn't Vote,0,4,7,2,70,30,Democrat,70,30,0,NA,Didn't Vote,2012
44,Male,0.389,Didn't Vote,0,4,7,4,65,30,Independent,NA,NA,0,NA,Didn't Vote,2012
34,Male,0.869,Didn't Vote,0,5,5,3,40,50,Other,NA,NA,0,NA,Didn't Vote,2012
61,Male,1.933,Didn't Vote,0,6,4,1,15,40,Independent,NA,NA,0,NA,Didn't Vote,2012
75,Male,0.23,Barack Obama,1,4,7,2,60,30,Democrat,60,30,1,Democrat,Winner,2012
83,Male,0.219,Didn't Vote,0,6,6,1,0,50,Independent,NA,NA,0,NA,Didn't Vote,2012
82,Female,0.169,Barack Obama,1,2,7,4,60,15,Democrat,60,15,1,Democrat,Winner,2012
57,Female,2.098,Mitt Romney,1,4,6,1,60,70,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
43,Female,0.266,Didn't Vote,0,4,1,6,70,0,Democrat,70,0,0,NA,Didn't Vote,2012
55,Female,0.386,Someone Else,1,2,6,3,60,40,Democrat,60,40,1,Other/Third Party,Voted in Other Party Primary,2012
68,Female,0.476,Barack Obama,1,4,2,6,100,30,Democrat,100,30,1,Democrat,Winner,2012
80,Male,0.242,Didn't Vote,0,6,6,2,0,60,Republican,60,0,0,NA,Didn't Vote,2012
50,Male,0.254,Ron Paul,1,6,5,2,15,70,Republican,70,15,1,Republican,Loser,2012
71,Female,2.011,Rick Santorum,1,7,6,2,60,70,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
67,Male,0.416,Mitt Romney,1,6,5,1,0,70,Other,NA,NA,1,Republican,Voted in Other Party Primary,2012
48,Female,0.269,NA,1,4,5,2,0,40,Independent,NA,NA,1,NA,NA,2012
54,Male,0.344,Didn't Vote,0,5,5,2,100,100,Republican,100,100,0,NA,Didn't Vote,2012
68,Male,1.041,Mitt Romney,1,4,5,2,40,70,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
81,Male,1.487,Barack Obama,1,2,7,1,75,0,Democrat,75,0,1,Democrat,Winner,2012
65,Female,0.24,Didn't Vote,0,2,6,3,30,0,Democrat,30,0,0,NA,Didn't Vote,2012
31,Female,0.461,Mitt Romney,1,6,6,2,40,85,Republican,85,40,1,Republican,Winner,2012
77,Female,0.686,Mitt Romney,1,5,6,1,40,70,Republican,70,40,1,Republican,Winner,2012
63,Male,0.941,Didn't Vote,0,5,6,2,70,10,Other,NA,NA,0,NA,Didn't Vote,2012
58,Male,0.531,Mitt Romney,1,4,6,3,50,70,Republican,70,50,1,Republican,Winner,2012
56,Female,0.27,Barack Obama,1,4,7,2,85,15,Democrat,85,15,1,Democrat,Winner,2012
66,Male,0.262,Barack Obama,1,4,7,3,85,0,Democrat,85,0,1,Democrat,Winner,2012
65,Male,1.039,Barack Obama,1,3,7,2,85,80,Democrat,85,80,1,Democrat,Winner,2012
52,Male,1.95,Rick Santorum,1,7,5,1,0,60,Other,NA,NA,1,Republican,Voted in Other Party Primary,2012
48,Male,0.894,Mitt Romney,1,4,6,1,0,50,Republican,50,0,1,Republican,Winner,2012
68,Male,0.515,Mitt Romney,1,5,3,2,40,30,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
72,Female,0.39,Barack Obama,1,4,5,3,60,30,Democrat,60,30,1,Democrat,Winner,2012
56,Male,0.465,Didn't Vote,0,3,7,3,60,35,Democrat,60,35,0,NA,Didn't Vote,2012
33,Male,1.05,Mitt Romney,1,6,6,1,30,40,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
76,Female,0.948,Mitt Romney,1,4,3,6,15,85,Republican,85,15,1,Republican,Winner,2012
62,Male,1.701,Ron Paul,1,4,3,3,50,50,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
42,Male,1.898,Barack Obama,1,2,6,2,87,40,Democrat,87,40,1,Democrat,Winner,2012
68,Female,0.155,Barack Obama,1,2,7,3,70,0,Democrat,70,0,1,Democrat,Winner,2012
41,Female,1.341,Didn't Vote,0,2,7,2,80,15,Democrat,80,15,0,NA,Didn't Vote,2012
44,Male,0.711,Didn't Vote,0,4,5,1,50,70,Other,NA,NA,0,NA,Didn't Vote,2012
52,Male,0.277,Didn't Vote,0,6,5,1,10,75,Independent,NA,NA,0,NA,Didn't Vote,2012
64,Male,0.183,Didn't Vote,0,2,7,2,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
75,Male,0.171,Barack Obama,1,4,5,2,60,50,Democrat,60,50,1,Democrat,Winner,2012
61,Female,0.47,Didn't Vote,0,3,6,2,100,40,Democrat,100,40,0,NA,Didn't Vote,2012
79,Female,0.906,Didn't Vote,0,4,4,4,85,50,Democrat,85,50,0,NA,Didn't Vote,2012
68,Male,0.345,Ron Paul,1,6,5,1,0,30,Republican,30,0,1,Republican,Loser,2012
46,Male,0.369,Didn't Vote,0,4,7,1,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
71,Female,0.353,Mitt Romney,1,5,4,1,15,50,Republican,50,15,1,Republican,Winner,2012
59,Male,0.559,Didn't Vote,0,5,3,3,40,50,Other,NA,NA,0,NA,Didn't Vote,2012
25,Male,4.146,Didn't Vote,0,4,7,1,50,60,Independent,NA,NA,0,NA,Didn't Vote,2012
28,Male,2.777,Didn't Vote,0,4,2,6,40,60,Republican,60,40,0,NA,Didn't Vote,2012
25,Male,1.954,Rick Santorum,1,7,5,2,5,60,Republican,60,5,1,Republican,Loser,2012
25,Male,0.871,Didn't Vote,0,5,7,1,30,15,Independent,NA,NA,0,NA,Didn't Vote,2012
73,Female,0.09,Barack Obama,1,2,6,4,85,30,Democrat,85,30,1,Democrat,Winner,2012
